0,RT @user #France = #Nantes = #Traitrise  = des #Gauchistes Liberaux Mondialistes encouragent l'#Invasion des #Migrants Musulmans\u2026
1,RT @user #Aquarius Cette haine qui n'a plus de frein venant de gens qui n'ont pas de problemes ou si peu. \nOn a denonce le #terrorism\u2026
2,RT @user Dresde (Allemagne) : Proteges par la police les migrants clandestins musulmans menacent de viol la population @URL
3,RT @user Hier soir sur #BFMTV #Kouchner a reclame encore plus de migrants en France. Ce qu'il oublie de dire c'est que c'est au\u2026
4,RT @user A Montpellier une trentaine de migrants albanais s'attaquent a des lyceens et poignardent un pere de famille : STOP a la\u2026
5,RT @user Avec 1000 agressions et 700 cambriolages par jour une arrivee de migrants record une menace terroriste extremement forte et\u2026
6,RT @user Bienvenue a #Cergy ou des migrants africains completement nus agressent sauvagement les Francaises. @URL
7,mdr  macron demolit la franceaccepte le terrorismeles migrantsNON se serra pas lui qui protegera la france et le\u2026 @URL
8,RT @user \Alors que les dirigeants europeens sont reunis a Salzbourg pour evoquer notamment les questions migratoires et la creati\u2026
9,RT @user Dans chaque departement la priorite du prefet c'est aujourd'hui l'accueil le logement les loisirs... des immigres e\u2026
10,RT @user Saint-Brieuc : Boris Le Lay condamne a un an de prison pour avoir denonce l`islamisation induite par l`implantation de migra\u2026
11,RT @user Kouchner a attaque les chretiens de Yougoslavie en faveur des musulmans il espere la meme chose pour la France \n\nMigrants : po\u2026
12,RT @user \Migrants : comment Nantes degaine le plan geant (Ouest-France)\ @URL
13,RT @user @user Hey Manu C`est quand que tu portes tes couilles et tu demissionnes de ton poste de depute fantome ! Et ap\u2026
14,donc si on suit son raisonnement  la france on est cense ne pas aider les migrants puisqu'on doit s occuper de not\u2026 @URL
15,RT @user \u00ab On nous qu'il n'y a pas de logements pour les SDF mais il y en a pour les migrants qui arrivent ! \u00bb \n\nMicro coupe lorsqu\u2026
16,RT @user @user @user Vu les circonstances de ces derniers mois se sont les migrants qu'on peut taxer de Nazis\u2026
17,Malheureusement en #France un de perdu dix de retrouves ! #migrants #stopimmigration @URL
18,Et ca ce sont les entrees legales. Les migrants viennent en plus. @URL
19,RT @user La Bretagne qui etait le symbole de la bobossitude pro-migrant commencerait-elle a changer d`avis ? \n\n@URL
20,RT @user Paris. Un centre d`hebergement pour refugies ouvre dans le 16e arrondissement et co\u00fbtera 35 millions d'euros par an a\u2026
21,RT @user Euh ca pourrait servir a :\n- devenir la premiere puissance du monde.\n- proteger et developper une civilisation unique et gen\u2026
22,@user @user Comment ne pas dire ? Purain de saloperie de negro  cafard de migrants et surtout commen\u2026 @URL
23,RT @user Savez vous que les migrants nous ramenent d' essencieres maladies eradiques comme la rougeole d'ou les 11 vaccins obliga\u2026
24,Dans sa tete elle va etre avocate des droits de la femme en realite elle va finir assistante sociale
25,@user Pourquoi la peur des migrants serait sans raison alors que le nombre de crimes commis par ceux-ci est en augmentation ?
26,RT @user - Mme Le Pen si je vous dis \plage\?\n- MIGRANTS !\n- ligne ?\n- FRONTI\u00c8RES !\n- semoule ?\n- ISLAMISATION !\n- ah ouais...quand me\u2026
27,RT @user De #Pompidou a nos jours la meme ideologie mortifere pour les peuples plus de migrants a la demande du grand patrona\u2026
28,RT @user @user @user @user trouve peut-etre la charia la polygamie l`excision la burqa et les abattages r\u2026
29,Je ne sais pas. Je suis peux etre  une revoltee du dimanche je ne defend pas les droits de la femme a tord et a tr\u2026 @URL
30,@user @user @user Y'a rien de illogique dans ce que j'ai dit a pars pour une personne avec un qi negatif\u2026 @URL
31,@user @user Oui enfin l'impérialisme Chinois ça se résume à: Cool l'Afrique à merde les mongols nous déf… @URL
32,RT @user @user Le cauchemar... Ca me fa
33,it penser à ces #migrants qui ont jeté de le merde et de la chaux vive sur des policiers p…
34,@user Pour moi c'est plus simple encore mdr  ta un voile de merde  tes pas française mais écrit français une… @URL
35,RT @user Il fait pas attardé lui en SSG <U+1F929>
36,un vrai attardé mdr dans sa tête quand on dit que sahra maghribiya il croit qu'on parle de tout le désert <U+1F62D> @URL
37,Verratti encore attardé mental hier.
38,Il a déjà un jaune et tire le maillot gratuitement c'est vraiment un mongolie… @URL
39,@user @user @user Je suis d'accord avec lui ispice de bobo-gaucho complotiste de l'extrême à… @URL
40,Après la droite « diesel et clope » théorisée par Griveaux la gauche « débile et sectaire » par @user @URL
41,Bon j’ai plus rien à dire sur le negro debile mais l’autre fils de pute qui nous sert de coach il se dit pas 1 minu… @URL
42,Les français se font cracher dessus par la presse hébraique holocauster via l'immigration de masse étrangère musul… @URL
43,Ptdr mais j’ai juré dans sa tete il se disait « oh non ce sale negre a marqué » @URL
44,@user @user Pq tjr les sagitzires sont mechants sale pute negre
45,@user C un negre qui veut Persée
46,@user Il y a quand même plus de passion lorsqu'il s'agit de faire le panégyrique de quelque negre beuglant la… @URL
47,ptdr lui ca s'voi a droite c'est le seule negro que tu vois au meeting du Front National @URL
48,RT @user Nekfeu (Sale babtou d’negro) @URL
49,@user @user @user @user le gauchiste est toujours un ado attardéfaut pas lui en vouloir… @URL
50,@user Encore un écolo gauchiste débile qui n'a rien compris. C'est la démographie délirante de l'humanité couplé… @URL
51,@user Si on ne veut pas une invasion de « réfugiés » gauchistes en Guyane il faut fermer la frontière
52,@user @user Les muzz sont à l'assaut de la planète qu'ils veulent conquérir et islamiser. Ils s… @URL
53,@user @user Les Chrétiens ne sont pas aimés en France ! La gauche est vendue s'est donnée même à l… @URL
54,@user Où sont les femmes ?  Voici une troisième!  Euh... Ah re merde ! Encore une malade ( #gauchiasse… @URL
55,@user c'est sûr qu'il y a plus à en vouloir à la droite traitresse qu'à la gauche ouvertement pro islam pro… @URL
56,@user La gauche est trop maquée avec l'Islam qui traite la femme comme une chose appartenant à l'homme !!!!!
57,Quand Halloween remplace la Toussaint pourquoi ne pas mettre Noël à la poubelle ? Hollywood et le politiquement co… @URL
58,Imaginez vous élevez une bizu pendant 18 ans et elle est féministe gay et islamo-gauchiste..... Je préférerais que mon fils soit un violeur.
59,@user @user @user j'y serai  pour combattre l' islamisation et emmerder les islamo-gauchist… @URL
60,@user Et là tu rajoutes à la fin: mongol!!!!
61,Il ma répondu (deux heure après le vu mais nique sa mere) jtm
62,@user <U+1F602><U+1F602><U+1F602><U+1F602><U+1F602>
63,<U+1F602><U+1F602><U+1F602><U+1F602><U+1F602><U+1F602><U+1F602><U+1F602><U+1F602><U+1F602><U+1F602><U+1F602><U+1F602> oh putin espèce de negre @user @user @user
64,Me rappelle un certain nègre du psg.. @URL
65,Attention un suspect pour un flic ce n’est pas forcément un Arabe ou un jeune là par exemple c’était un nègre.
66,Chez nous ça roule des battes pussy négro Viseur holo' shoote tes pattes pussy négro Dans mon clan pas d'pussy né… @URL
67,@user QUE PENSE YASSINE CHABLI DE TOI ??? sale putain a négre ! marochienne de merde va !
68,ma parole tu fais ça à mon fils sale pute de nègre....et t'as plus de tête. @URL
69,@user @user sale batard
70,@user @user @user sale fils de chien jvais tretrouver
71,Mais espece de sale pute va ton gosse a cause de TOI il a un tympan percé mais tu souris fièrement pcq cetait pas… @URL
72,Mdr sale chienne de féministe de merde @URL
73,ale pute de féministe de mes couilles sale race @URL
74,@user mais wAllah t'as grave raison mec je suis serieux on s'en balec de ta vie nique ta mere sale feministe de pute
75,@user si tu n'es pas capable de t'occuper de ton enfant n'en fais pas sale conne. Les gens comme toi sont le ca… @URL
76,@user @user @user @user Bon comme j’imagine que t’es une ptn de feministe lgbt pour changer… @URL
77,@user Tout ça pour dire que c’est la faute de l’homme ? Sale pute laisser mourir son fils pck on est féministe ?
78,y a des gens qui font des films de merde sur le handicap mental je suppose que ça te dérange aussi sale féministe… @URL
79,@user Je suis pas juif sale bougnoule
80,@user @user bah pq tu viens sous mon tweet alors sale juif
81,@user Arrêtez de tout minimiser comme cela sale homme cisgenre blanc phallocrate non juif et dominateur!!!… @URL
82,@user @user Tg fdp sale chien sale juif gaz t encetr
83,@user @user Nique ta mere toi sale juif de merde
84,@user wesh sale pute ntm fdp sucer d ebite jvais tenculer ta mere ntm fdp tu fais le loveur mais t qun l… @URL
85,@user VA NIQUER TA GRAND MERE LA GROSSE PUTE SALE HOMOSEXUEL JUIF PERSONNE T’AS JAMAIS AIMÉ ET J’AI BAISÉ TA FEM… @URL
86,@user Sale payday juif arabophile retourne en cuisine ! <U+1F602>
87,Vous êtes une arabe une terroriste qui met des bombes partout !
88,@user Pourquoi ne pourrait ont pas se déguiser en terroriste arabe?J'emmerde les gauchistes des réseaux sociaux!
89,@user RYAN SALE ARABE PUTAIN DE TERRORISTE JE VAIS PORTER PLAINTE AAAAAARGH TERRORISTE WRYYYYYYYYYYYYYYY @URL
90,La propagande de la Dilcrah contre la violence anti-homo est bidon. La propagande antiraciste est bidon aussi. Elle…
91,#septahuit De +en+ de #migrants #Refugies qq soient pays... car de +en+ de violence cruauté non #laicite corruption… @URL
92,@user On ne dira jamais assez que l’islam est une secte dangereuse. La gauche athée qui a la haine et l… @URL
93,#Rennes Autorisation du #Burkini par @user à la piscine : recul incompréhensible du droit des femmes par d… @URL
94,@user sale mongol dans 10 ans ça sera le feu quand tu seras au RSA mdr
95,@user @user j'aime pas sa facon de exprimé en diré un mongol de marseille a oui c'est un mongol de marseille ^^
96,@user On a les mêmes déconnectés à la maison. Ils ne veulent pas voir la réalité de l’islamisation la violence ca… @URL
97,Je ne suis pas #raciste mais #Patriote. Regardez c’est dans leur sang la rage l'#agression la propension à la… @URL
98,L'UE <U+1F1EA><U+1F1FA> finance-t-elle avec l'argent des #contribuables la violence que l'invasion islamique apporte aux pays europ… @URL
